"생일 선물로 카메라 어때요?","How about a camera for their birthday present?"
"다시 하는 거 어때요?","How about doing it again?"
"아는 식당 있어요?","Do you know a restaurant? (e.g., if someone suggests eating a particular food)"
"안으로 들어가다","to go inside"
"어떻다","to be how"
"어떻게 생각해요?","What do you think? (variant using 생각하다, commonly spoken & written)"
"~에 대해서 어떻게 생각해요?","What do you think about ...? (variant using 생각하다)"
"학교에 대해서 어떻게 생각해요?","What do you think about school? (variant using 생각하다)"
"어릴 때","at a young age"
"어릴 때 유학을 가는 것에 대해서 어떻게 생각해요?","What do you think about studying abroad at a young age? (variant using 생각하다)"
"제 아이디어에 대해서 어떻게 생각해요?","What do you think about my idea? (variant using 생각하다)"
"어떤 것 같아요?","What do you think? (variant using ~ㄴ 것 같아요, usu just spoken)"
"학교 어떤 것 같아요?","What do you think about school? (variant using ~ㄴ 것 같아요)"
"제 아이디어 어떤 것 같아요?","What do you think about my idea (variant using ~ㄴ 것 같아요)?"
"가장 좋은 방법 중의 하나","one of the best methods"
"가장 좋은 웹사이트 중의 하나","one of the best websites"
"여기가 제가 제일 자주 오는 카페 중의 하나예요.","This is one of the cafés that I visit most often."
"한국에서 가장 인기 있는 영화 중의 하나예요.","It’s one of the most popular movies in Korea."
"~아/어/여도 될까요?","Is ____ okay? (softer, more polite)"
"여기 앉아도 될까요?","Okay if I sit here? (softer, more polite)"
"~아/어/여 주실래요?","Would you mind (doing something)? (asking someone else to do something)"
"조금 기다려 주실래요?","Do you mind waiting for a bit?"
"한 번 더 설명해 주실래요?","Do you mind explaining one more time?"
"~고 있는 중이다","in the middle of ____ (grammar, longer version)"
"뭐 하고 있는 중이었어요?","What were you in the middle of doing? (longer version)"
"아직 고르고 있는 중이에요.","I am still choosing. (longer version)"
"~는 중이다","in the middle of ____ (grammar, shorter version)"
"뭐 하는 중이었어요?","What were you in the middle of doing? (shorter version)"
"열쇠를 찾는 중이었어요.","I was in the of looking for my keys. (shorter version)"
"아직 고르는 중이에요.","I am still choosing. (shorter version)"
"~는 중이잖아요.","I _am_/they _are_/etc in the middle of ____ (grammar, correcting someone)"
"가고 있는 중이잖아요.","I _am_ on my way (in the middle of going; correcting someone)"
